num_words,num_hesitations,hesitation_ratio,avg_sentence_length,duration_sec,pitch_std,tempo_bpm,file,risk_flag
6,0,0.0,6.0,3.9039002267573695,83.92316810965904,[123.046875],03-01-05-01-02-01-16.wav,1
6,0,0.0,6.0,3.570249433106576,96.5707366462613,[103.359375],03-01-06-01-02-02-16.wav,1
6,0,0.0,6.0,3.737097505668934,82.97246819178136,[117.45383523],03-01-06-02-01-02-16.wav,1
6,0,0.0,6.0,3.970657596371882,92.38089135080449,[107.66601562],03-01-05-02-01-01-16.wav,1
6,0,0.0,6.0,3.7704761904761903,87.52932891697047,[135.99917763],03-01-07-01-01-01-16.wav,1
6,0,0.0,6.0,3.6369614512471657,74.22952829325006,[129.19921875],03-01-04-01-01-02-16.wav,1
6,0,0.0,6.0,3.737097505668934,86.65409039953387,[123.046875],03-01-04-02-02-02-16.wav,1
6,0,0.0,6.0,4.1374603174603175,65.07779367988745,[161.49902344],03-01-07-02-02-01-16.wav,1
6,0,0.0,6.0,3.570294784580499,86.5292944761813,[103.359375],03-01-08-02-02-01-16.wav,1
6,0,0.0,6.0,3.5369160997732427,87.62054249449419,[123.046875],03-01-08-01-01-01-16.wav,1
6,0,0.0,6.0,3.803854875283447,86.58446286590653,[172.265625],03-01-03-02-02-02-16.wav,1
6,0,0.0,6.0,3.670340136054422,74.81322105566608,[107.66601562],03-01-03-01-01-02-16.wav,1
6,0,0.0,6.0,3.8705215419501133,75.75923309718667,[117.45383523],03-01-02-02-01-01-16.wav,1
6,0,0.0,6.0,3.570249433106576,76.15237374547011,[103.359375],03-01-01-01-02-02-16.wav,1
6,0,0.0,6.0,3.803809523809524,68.5946305711169,[161.49902344],03-01-02-01-02-01-16.wav,1
6,0,0.0,6.0,3.7704761904761903,85.81893658015333,[135.99917763],03-01-03-02-01-01-16.wav,1
6,0,0.0,6.0,3.737097505668934,71.04214974891701,[172.265625],03-01-03-01-02-01-16.wav,1
6,0,0.0,6.0,3.803809523809524,64.91752764254663,[161.49902344],03-01-02-02-02-02-16.wav,1
6,0,0.0,6.0,3.8705215419501133,79.26118723552052,[117.45383523],03-01-02-01-01-02-16.wav,1
6,0,0.0,6.0,3.737097505668934,75.64162749827841,[117.45383523],03-01-01-01-01-01-16.wav,1
6,0,0.0,6.0,3.703718820861678,90.44992814177647,[117.45383523],03-01-06-01-01-01-16.wav,1
6,0,0.0,6.0,4.004036281179138,90.70920828241893,[78.30255682],03-01-05-01-01-02-16.wav,1
6,0,0.0,6.0,4.070793650793651,97.12282070948403,[117.45383523],03-01-05-02-02-02-16.wav,-1
6,0,0.0,6.0,3.53687074829932,86.61462098607394,[107.66601562],03-01-06-02-02-01-16.wav,1
6,0,0.0,6.0,3.4034467120181406,81.74072812878791,[198.76802885],03-01-04-01-02-01-16.wav,1
6,0,0.0,6.0,3.570249433106576,85.07627269195584,[198.76802885],03-01-07-01-02-02-16.wav,1
6,0,0.0,6.0,4.237596371882086,78.8054161987717,[184.5703125],03-01-07-02-01-02-16.wav,1
6,0,0.0,6.0,3.737097505668934,81.24964892742001,[107.66601562],03-01-04-02-01-01-16.wav,1
6,0,0.0,6.0,3.53687074829932,87.0470933586645,[117.45383523],03-01-08-02-01-02-16.wav,1
6,0,0.0,6.0,3.436780045351474,90.62560854353626,[117.45383523],03-01-08-01-02-02-16.wav,1
6,0,0.0,6.0,3.670340136054422,71.9972388421793,[161.49902344],03-01-02-01-02-02-16.wav,1
6,0,0.0,6.0,3.603628117913832,75.25736101951625,[198.76802885],03-01-01-01-02-01-16.wav,1
6,0,0.0,6.0,3.937278911564626,68.52174943876325,[117.45383523],03-01-02-02-01-02-16.wav,1
6,0,0.0,6.0,3.703718820861678,83.08792649194805,[135.99917763],03-01-03-01-01-01-16.wav,1
6,0,0.0,6.0,3.7704308390022674,84.1025546542799,[184.5703125],03-01-03-02-02-01-16.wav,1
6,0,0.0,6.0,4.13750566893424,82.37562555854824,[184.5703125],03-01-07-02-02-02-16.wav,1
6,0,0.0,6.0,3.8705668934240363,81.42278896247369,[184.5703125],03-01-04-02-02-01-16.wav,1
6,0,0.0,6.0,3.570249433106576,82.1857607451054,[215.33203125],03-01-04-01-01-01-16.wav,1
6,0,0.0,6.0,3.737097505668934,85.80585525306637,[123.046875],03-01-07-01-01-02-16.wav,1
6,0,0.0,6.0,3.737097505668934,90.56545651227617,[172.265625],03-01-05-02-01-02-16.wav,1
6,0,0.0,6.0,3.737097505668934,88.46384190352812,[123.046875],03-01-06-02-01-01-16.wav,1
6,0,0.0,6.0,3.6369614512471657,78.95771629565522,[215.33203125],03-01-06-01-02-01-16.wav,1
6,0,0.0,6.0,3.9039002267573695,87.07009119865855,[107.66601562],03-01-05-01-02-02-16.wav,1
6,0,0.0,6.0,3.436780045351474,81.46643900794184,[129.19921875],03-01-08-01-01-02-16.wav,1
6,0,0.0,6.0,3.570249433106576,86.71693820965267,[69.83741554],03-01-08-02-02-02-16.wav,1
6,0,0.0,6.0,3.803854875283447,93.5609178504331,[107.66601562],03-01-04-02-01-02-16.wav,1
6,0,0.0,6.0,4.270929705215419,68.12579568984516,[95.703125],03-01-07-02-01-01-16.wav,-1
6,0,0.0,6.0,3.47015873015873,85.74524180567239,[161.49902344],03-01-07-01-02-01-16.wav,1
6,0,0.0,6.0,3.5035374149659866,73.74339957410544,[198.76802885],03-01-04-01-02-02-16.wav,1
6,0,0.0,6.0,3.5035374149659866,89.01355968499921,[112.34714674],03-01-06-02-02-02-16.wav,1
6,0,0.0,6.0,3.803809523809524,91.51692715323206,[172.265625],03-01-05-02-02-01-16.wav,1
6,0,0.0,6.0,3.970657596371882,92.64652387537883,[92.28515625],03-01-05-01-01-01-16.wav,1
6,0,0.0,6.0,3.5035374149659866,93.82622911286396,[151.99908088],03-01-06-01-01-02-16.wav,1
6,0,0.0,6.0,3.5035374149659866,88.88764128153947,[107.66601562],03-01-08-01-02-01-16.wav,1
6,0,0.0,6.0,3.5369160997732427,89.61576565495994,[143.5546875],03-01-08-02-01-01-16.wav,1
6,0,0.0,6.0,3.737097505668934,81.73165379916217,[117.45383523],03-01-01-01-01-02-16.wav,1
6,0,0.0,6.0,3.703718820861678,77.4318598062377,[129.19921875],03-01-02-01-01-01-16.wav,1
6,0,0.0,6.0,3.803854875283447,77.69245555979536,[172.265625],03-01-02-02-02-01-16.wav,1
6,0,0.0,6.0,3.670340136054422,75.89898551984923,[95.703125],03-01-03-01-02-02-16.wav,1
6,0,0.0,6.0,3.570249433106576,84.24000646156802,[198.76802885],03-01-03-02-01-02-16.wav,1
6,0,0.0,6.0,3.1698412698412697,60.70662122082252,[83.35433468],03-01-01-01-02-02-11.wav,-1
6,0,0.0,6.0,3.336689342403628,74.46928423621767,[71.77734375],03-01-02-01-02-01-11.wav,1
6,0,0.0,6.0,3.83718820861678,65.38857912834906,[99.38401442],03-01-02-02-01-01-11.wav,1
6,0,0.0,6.0,3.2032199546485263,51.56705733730655,[161.49902344],03-01-03-01-01-02-11.wav,-1
6,0,0.0,6.0,3.5035374149659866,65.78267134315419,[51.6796875],03-01-03-02-02-02-11.wav,1
6,0,0.0,6.0,3.336689342403628,86.01234371848157,[86.1328125],03-01-04-02-02-02-11.wav,1
6,0,0.0,6.0,3.737097505668934,58.09559076922349,[129.19921875],03-01-07-02-02-01-11.wav,1
6,0,0.0,6.0,3.670340136054422,58.66589909871317,[99.38401442],03-01-07-01-01-01-11.wav,1
6,0,0.0,6.0,3.603628117913832,50.10496216824421,[107.66601562],03-01-04-01-01-02-11.wav,-1
6,0,0.0,6.0,3.2032199546485263,92.04157693103946,[172.265625],03-01-06-02-01-02-11.wav,1
6,0,0.0,6.0,3.5369160997732427,90.19316183113189,[112.34714674],03-01-05-02-01-01-11.wav,1
6,0,0.0,6.0,3.47015873015873,67.70134029424675,[66.25600962],03-01-05-01-02-01-11.wav,1
6,0,0.0,6.0,3.2032199546485263,55.030509976950015,[123.046875],03-01-06-01-02-02-11.wav,-1
6,0,0.0,6.0,3.069750566893424,99.19751198708371,[198.76802885],03-01-08-01-01-01-11.wav,-1
6,0,0.0,6.0,3.069750566893424,78.82190884990938,[161.49902344],03-01-08-02-02-01-11.wav,-1
6,0,0.0,6.0,3.803854875283447,69.09147545099343,[135.99917763],03-01-07-02-01-02-11.wav,1
6,0,0.0,6.0,3.336689342403628,74.65571082232485,[143.5546875],03-01-04-02-01-01-11.wav,1
6,0,0.0,6.0,3.53687074829932,63.95558624238936,[161.49902344],03-01-04-01-02-01-11.wav,1
6,0,0.0,6.0,3.670340136054422,64.41205879481265,[123.046875],03-01-07-01-02-02-11.wav,1
6,0,0.0,6.0,3.7704761904761903,76.79948691080048,[86.1328125],03-01-05-02-02-02-11.wav,1
6,0,0.0,6.0,3.069750566893424,81.82105061879568,[95.703125],03-01-06-02-02-01-11.wav,-1
6,0,0.0,6.0,3.47015873015873,69.6835902220853,[50.66636029],03-01-06-01-01-01-11.wav,1
6,0,0.0,6.0,3.47015873015873,64.27470790526317,[123.046875],03-01-05-01-01-02-11.wav,1
6,0,0.0,6.0,2.9696598639455782,99.84647935876042,[107.66601562],03-01-08-01-02-02-11.wav,-1
6,0,0.0,6.0,3.1031292517006803,97.32247998223754,[198.76802885],03-01-08-02-01-02-11.wav,-1
6,0,0.0,6.0,3.336689342403628,40.210809073864404,[143.5546875],03-01-02-01-01-02-11.wav,-1
6,0,0.0,6.0,3.1365079365079365,77.14123240137452,[63.02400915],03-01-01-01-01-01-11.wav,-1
6,0,0.0,6.0,3.83718820861678,72.50633772441985,[161.49902344],03-01-02-02-02-02-11.wav,1
6,0,0.0,6.0,3.1698412698412697,53.683953713286655,[86.1328125],03-01-03-01-02-01-11.wav,-1
6,0,0.0,6.0,4.037414965986395,84.60034765566029,[80.74951172],03-01-03-02-01-01-11.wav,1
6,0,0.0,6.0,3.1698412698412697,63.18061529110509,[64.59960938],03-01-06-01-02-01-11.wav,-1
6,0,0.0,6.0,3.737097505668934,62.531216884575066,[172.265625],03-01-05-01-02-02-11.wav,1
6,0,0.0,6.0,3.970657596371882,99.94989462752862,[161.49902344],03-01-05-02-01-02-11.wav,-1
6,0,0.0,6.0,3.2032199546485263,83.7319117566283,[172.265625],03-01-06-02-01-01-11.wav,1
6,0,0.0,6.0,3.336689342403628,54.90900832337621,[151.99908088],03-01-04-01-01-01-11.wav,-1
6,0,0.0,6.0,3.603628117913832,83.08624893543514,[172.265625],03-01-07-01-01-02-11.wav,1
6,0,0.0,6.0,3.737097505668934,63.10812525493254,[143.5546875],03-01-07-02-02-02-11.wav,1
6,0,0.0,6.0,3.3700680272108845,66.07200076867682,[54.97839096],03-01-04-02-02-01-11.wav,1
6,0,0.0,6.0,3.069750566893424,102.37909741779653,[151.99908088],03-01-08-02-02-02-11.wav,-1
6,0,0.0,6.0,3.1364625850340135,101.26939793479647,[184.5703125],03-01-08-01-01-02-11.wav,-1
6,0,0.0,6.0,3.8705215419501133,74.16951267117311,[184.5703125],03-01-03-02-02-01-11.wav,1
6,0,0.0,6.0,3.1031292517006803,80.70917679770024,[92.28515625],03-01-03-01-01-01-11.wav,-1
6,0,0.0,6.0,3.737097505668934,77.73959763872217,[107.66601562],03-01-02-02-01-02-11.wav,1
6,0,0.0,6.0,3.670340136054422,62.38051461635488,[172.265625],03-01-02-01-02-02-11.wav,1
6,0,0.0,6.0,3.2032199546485263,49.14445279949636,[83.35433468],03-01-01-01-02-01-11.wav,-1
6,0,0.0,6.0,3.6370068027210882,87.43927829639564,[92.28515625],03-01-03-02-01-02-11.wav,1
6,0,0.0,6.0,3.2365986394557824,65.3922381245393,[78.30255682],03-01-03-01-02-02-11.wav,1
6,0,0.0,6.0,3.7704761904761903,49.622470382581284,[161.49902344],03-01-02-02-02-01-11.wav,-1
6,0,0.0,6.0,3.1031292517006803,38.805779760598675,[83.35433468],03-01-01-01-01-02-11.wav,-1
6,0,0.0,6.0,3.2699319727891156,49.288747961486095,[151.99908088],03-01-02-01-01-01-11.wav,-1
6,0,0.0,6.0,3.603628117913832,72.62200103753278,[112.34714674],03-01-05-01-01-01-11.wav,1
6,0,0.0,6.0,3.5035374149659866,49.898743691620815,[135.99917763],03-01-06-01-01-02-11.wav,-1
6,0,0.0,6.0,3.1364625850340135,90.3463756427401,[92.28515625],03-01-06-02-02-02-11.wav,-1
6,0,0.0,6.0,3.937278911564626,85.55558584338418,[161.49902344],03-01-05-02-02-01-11.wav,1
6,0,0.0,6.0,3.47015873015873,59.88498167187621,[52.734375],03-01-07-01-02-01-11.wav,1
6,0,0.0,6.0,3.436780045351474,71.83299074087222,[184.5703125],03-01-04-01-02-02-11.wav,1
6,0,0.0,6.0,3.603628117913832,67.29057470776532,[143.5546875],03-01-04-02-01-02-11.wav,1
6,0,0.0,6.0,3.803854875283447,78.34342458675135,[129.19921875],03-01-07-02-01-01-11.wav,1
6,0,0.0,6.0,3.069750566893424,99.93184871577905,[92.28515625],03-01-08-02-01-01-11.wav,-1
6,0,0.0,6.0,3.1698412698412697,81.87600642525484,[86.1328125],03-01-08-01-02-01-11.wav,1
6,0,0.0,6.0,3.937278911564626,84.845192208303,[129.19921875],03-01-03-02-01-02-18.wav,1
6,0,0.0,6.0,3.5035374149659866,94.25809132614869,[117.45383523],03-01-03-01-02-02-18.wav,1
6,0,0.0,6.0,3.603628117913832,71.05937193342467,[60.09265988],03-01-02-02-02-01-18.wav,1
6,0,0.0,6.0,3.47015873015873,69.26014155491413,[129.19921875],03-01-02-01-01-01-18.wav,1
6,0,0.0,6.0,3.5369160997732427,70.5711365791185,[143.5546875],03-01-01-01-01-02-18.wav,1
6,0,0.0,6.0,3.4034013605442177,104.71912530405696,[78.30255682],03-01-06-01-01-02-18.wav,-1
6,0,0.0,6.0,3.9039002267573695,83.90279912746315,[92.28515625],03-01-05-01-01-01-18.wav,1
6,0,0.0,6.0,3.83718820861678,95.62760615002225,[184.5703125],03-01-05-02-02-01-18.wav,1
6,0,0.0,6.0,3.803809523809524,75.13860593388758,[129.19921875],03-01-06-02-02-02-18.wav,1
6,0,0.0,6.0,3.6369614512471657,74.32358499626788,[66.25600962],03-01-04-01-02-02-18.wav,1
6,0,0.0,6.0,3.670340136054422,83.89554845146814,[215.33203125],03-01-07-01-02-01-18.wav,1
6,0,0.0,6.0,4.771428571428571,76.75658375003215,[63.02400915],03-01-07-02-01-01-18.wav,-1
6,0,0.0,6.0,3.83718820861678,85.90400369046549,[161.49902344],03-01-04-02-01-02-18.wav,1
6,0,0.0,6.0,3.6370068027210882,93.1674907184845,[52.734375],03-01-08-02-01-01-18.wav,1
6,0,0.0,6.0,3.5035374149659866,83.42130372828134,[234.90767045],03-01-08-01-02-01-18.wav,1
6,0,0.0,6.0,3.6370068027210882,86.94675121896302,[215.33203125],03-01-05-01-02-02-18.wav,1
6,0,0.0,6.0,3.47015873015873,94.19683381335847,[75.99954044],03-01-06-01-02-01-18.wav,1
6,0,0.0,6.0,3.737097505668934,74.87151660116777,[73.828125],03-01-06-02-01-01-18.wav,1
6,0,0.0,6.0,3.7704761904761903,98.07322133847934,[123.046875],03-01-05-02-01-02-18.wav,1
6,0,0.0,6.0,4.070793650793651,88.24831442987943,[161.49902344],03-01-07-01-01-02-18.wav,1
6,0,0.0,6.0,3.570249433106576,88.33396435294624,[135.99917763],03-01-04-01-01-01-18.wav,1
6,0,0.0,6.0,4.13750566893424,76.4410126452565,[95.703125],03-01-04-02-02-01-18.wav,1
5,0,0.0,5.0,4.5712471655328795,93.9546872296097,[92.28515625],03-01-07-02-02-02-18.wav,-1
6,0,0.0,6.0,3.6369614512471657,93.72426394209965,[103.359375],03-01-08-02-02-02-18.wav,1
6,0,0.0,6.0,3.5035374149659866,79.09438555646085,[92.28515625],03-01-08-01-01-02-18.wav,1
6,0,0.0,6.0,3.7704761904761903,91.31456775837535,[129.19921875],03-01-03-02-02-01-18.wav,1
6,0,0.0,6.0,3.4034013605442177,84.5854673424612,[95.703125],03-01-03-01-01-01-18.wav,1
6,0,0.0,6.0,3.603628117913832,62.016029636646316,[95.703125],03-01-02-02-01-02-18.wav,1
6,0,0.0,6.0,3.47015873015873,67.99373988424945,[69.83741554],03-01-01-01-02-01-18.wav,1
6,0,0.0,6.0,3.5035374149659866,69.9688687653328,[99.38401442],03-01-02-01-02-02-18.wav,1
6,0,0.0,6.0,3.803809523809524,80.24984029397196,[123.046875],03-01-04-02-01-01-18.wav,1
6,0,0.0,6.0,4.471156462585034,91.58418376636165,[151.99908088],03-01-07-02-01-02-18.wav,-1
6,0,0.0,6.0,4.3710657596371885,88.71783628889622,[161.49902344],03-01-07-01-02-02-18.wav,-1
6,0,0.0,6.0,3.5369160997732427,74.93146390380767,[103.359375],03-01-04-01-02-01-18.wav,1
6,0,0.0,6.0,3.803854875283447,76.57434998797943,[123.046875],03-01-06-02-02-01-18.wav,1
6,0,0.0,6.0,4.237596371882086,91.72886634656926,[75.99954044],03-01-05-02-02-02-18.wav,1
6,0,0.0,6.0,4.170839002267574,88.50195941147601,[95.703125],03-01-05-01-01-02-18.wav,1
6,0,0.0,6.0,3.436780045351474,101.39110863014425,[80.74951172],03-01-06-01-01-01-18.wav,-1
5,0,0.0,2.5,3.5035374149659866,87.85330454838797,[54.97839096],03-01-08-01-02-02-18.wav,-1
6,0,0.0,6.0,3.5369160997732427,95.43971025762677,[95.703125],03-01-08-02-01-02-18.wav,1
6,0,0.0,6.0,3.47015873015873,66.85926780593027,[143.5546875],03-01-01-01-01-01-18.wav,1
6,0,0.0,6.0,3.4034467120181406,65.48844574456754,[151.99908088],03-01-02-01-01-02-18.wav,1
6,0,0.0,6.0,3.603628117913832,66.1047343906064,[184.5703125],03-01-02-02-02-02-18.wav,1
6,0,0.0,6.0,3.436780045351474,79.99848988457245,[107.66601562],03-01-03-01-02-01-18.wav,1
6,0,0.0,6.0,3.7704761904761903,91.67910024718152,[99.38401442],03-01-03-02-01-01-18.wav,1
6,0,0.0,6.0,3.6370068027210882,71.007945317079,[63.02400915],03-01-02-01-02-01-18.wav,1
6,0,0.0,6.0,3.47015873015873,65.54518987044148,[107.66601562],03-01-01-01-02-02-18.wav,1
6,0,0.0,6.0,3.603628117913832,66.16799610753803,[161.49902344],03-01-02-02-01-01-18.wav,1
